0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 5.927682276229993613e-04 9.994072317723770027e-01
0.000000000000000000e+00 5.927682276229993613e-04 9.994072317723770027e-01
0.000000000000000000e+00 5.927682276229993613e-04 9.994072317723770027e-01
0.000000000000000000e+00 5.927682276229993613e-04 9.994072317723770027e-01
0.000000000000000000e+00 5.927682276229993613e-04 9.994072317723770027e-01
0.000000000000000000e+00 1.778304682868998192e-03 9.982216953171310081e-01
0.000000000000000000e+00 5.334914048606994794e-03 9.946650859513930243e-01
0.000000000000000000e+00 1.422643746295198554e-02 9.857735625370480648e-01
0.000000000000000000e+00 3.556609365737996298e-02 9.644339063426200509e-01
0.000000000000000000e+00 5.631298162418494485e-02 9.436870183758150343e-01
0.000000000000000000e+00 7.824540604623592133e-02 9.217545939537640232e-01
0.000000000000000000e+00 1.066982809721398889e-01 8.933017190278601527e-01
0.000000000000000000e+00 1.351511558980438565e-01 8.648488441019561712e-01
0.000000000000000000e+00 1.677534084173088191e-01 8.322465915826912086e-01
0.000000000000000000e+00 2.122110254890337833e-01 7.877889745109661890e-01
0.000000000000000000e+00 2.572614107883817169e-01 7.427385892116182831e-01
0.000000000000000000e+00 3.058684054534677177e-01 6.941315945465322823e-01
0.000000000000000000e+00 3.526970954356846710e-01 6.473029045643153845e-01
0.000000000000000000e+00 4.119739181979845677e-01 5.880260818020154323e-01
0.000000000000000000e+00 4.682868998221695334e-01 5.317131001778304666e-01
0.000000000000000000e+00 5.240071132187315017e-01 4.759928867812684983e-01
0.000000000000000000e+00 5.868405453467694377e-01 4.131594546532305623e-01
0.000000000000000000e+00 6.336692353289863355e-01 3.663307646710136090e-01
0.000000000000000000e+00 6.864256075874333174e-01 3.135743924125666826e-01
0.000000000000000000e+00 7.267338470657972449e-01 2.732661529342026996e-01
0.000000000000000000e+00 7.622999407231771940e-01 2.377000592768227505e-01
0.000000000000000000e+00 7.836395969176052079e-01 2.163604030823947921e-01
0.000000000000000000e+00 8.073503260225252109e-01 1.926496739774748168e-01
0.000000000000000000e+00 8.227622999407231408e-01 1.772377000592768315e-01
0.000000000000000000e+00 8.328393598103142059e-01 1.671606401896858218e-01
0.000000000000000000e+00 8.417308832246591654e-01 1.582691167753408346e-01
0.000000000000000000e+00 8.482513337285121358e-01 1.517486662714878365e-01
0.000000000000000000e+00 8.524007113218731169e-01 1.475992886781268554e-01
0.000000000000000000e+00 8.565500889152340980e-01 1.434499110847658465e-01
0.000000000000000000e+00 8.648488441019561712e-01 1.351511558980438565e-01
0.000000000000000000e+00 8.695909899229401496e-01 1.304090100770598781e-01
0.000000000000000000e+00 8.743331357439241280e-01 1.256668642560758720e-01
0.000000000000000000e+00 8.778897451096621118e-01 1.221102548903378743e-01
0.000000000000000000e+00 8.814463544754000957e-01 1.185536455245998766e-01
0.000000000000000000e+00 8.826318909306460903e-01 1.173681090693538820e-01
0.000000000000000000e+00 8.861885002963840741e-01 1.138114997036158843e-01
0.000000000000000000e+00 8.885595732068760633e-01 1.114404267931238951e-01
0.000000000000000000e+00 8.885595732068760633e-01 1.114404267931238951e-01
0.000000000000000000e+00 8.885595732068760633e-01 1.114404267931238951e-01
0.000000000000000000e+00 8.891523414344990606e-01 1.108476585655008839e-01
0.000000000000000000e+00 8.903378778897450552e-01 1.096621221102548893e-01
0.000000000000000000e+00 8.915234143449911608e-01 1.084765856550088947e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
0.000000000000000000e+00 8.921161825726141581e-01 1.078838174273858974e-01
